gene	pLI	pRec	mis_z
EBNA1BP2	1.3668e-09	5.7567e-01	2.6613e-01
EBP	9.3645e-01	6.3294e-02	1.4942e+00
EBPL	7.8199e-05	5.3811e-01	1.0234e+00
ECD	2.3368e-12	8.5489e-01	3.8471e-01
ECE1	9.5987e-01	4.0127e-02	2.3066e+00
ECE2	1.1756e-21	1.1146e-01	1.8985e-01
ECEL1	4.7923e-13	9.8355e-01	4.7844e-01
ECH1	6.1604e-07	6.9444e-01	4.3637e-02
ECHDC1	5.5968e-09	1.2877e-01	6.5165e-01
ECHDC2	1.5500e-10	2.0633e-01	9.3749e-02
ECHDC3	4.7572e-06	2.4377e-01	-1.9014e-01
ECHS1	8.7731e-04	9.4286e-01	8.6270e-01
ECI1	1.5853e-12	7.8763e-03	-4.2183e-01
ECI2	6.5525e-08	4.5344e-01	-8.5001e-03
ECM1	4.6627e-14	1.7376e-01	-2.2393e-01
ECM2	3.3330e-09	9.2434e-01	6.9687e-01
ECSCR	4.2521e-04	4.2890e-01	7.7461e-01
ECSIT	6.7640e-06	9.0718e-01	1.8438e-01
ECT2	8.0837e-10	9.9995e-01	1.7412e+00
ECT2L	7.8004e-48	1.1064e-09	1.1061e-01
EDA	9.7391e-01	2.6064e-02	1.7843e+00
EDA2R	5.4689e-04	7.1760e-01	-2.0526e-01
EDAR	1.3242e-06	9.5520e-01	7.2828e-01
EDARADD	3.1820e-04	8.2524e-01	1.1424e+00
EDC3	2.6011e-02	9.7168e-01	2.0487e+00
EDC4	1.0610e-01	8.9390e-01	3.2857e+00
EDEM1	1.0594e-13	2.6818e-01	3.7029e-01
EDEM2	6.8274e-07	9.9476e-01	1.5385e+00
EDEM3	2.4686e-03	9.9753e-01	1.2175e+00
EDF1	7.7742e-01	2.2118e-01	1.5561e+00
EDIL3	1.4584e-04	9.9956e-01	1.1643e+00
EDN1	4.5504e-01	5.3958e-01	1.6949e-01
EDN2	6.0323e-02	8.7525e-01	1.2899e-01
EDN3	2.4568e-02	9.2173e-01	-9.3895e-01
EDNRA	9.9158e-01	8.4186e-03	2.8025e+00
EDNRB	9.2419e-03	9.9032e-01	1.1831e+00
EDRF1	4.3677e-03	9.9563e-01	2.7017e+00
EEA1	9.2875e-01	7.1253e-02	1.3779e+00
EED	9.9929e-01	7.0793e-04	2.7345e+00
EEF1A1	9.7863e-01	2.1367e-02	3.7230e+00
EEF1A2	9.9558e-01	4.4201e-03	4.8166e+00
EEF1B2	6.6287e-02	9.2083e-01	3.2688e-01
EEF1D	8.9931e-07	9.8305e-01	-8.2006e-02
EEF1E1	8.2607e-02	8.7626e-01	5.2136e-01
EEF1G	9.9967e-01	3.3193e-04	2.5006e+00
EEF2	9.9995e-01	5.3382e-05	4.8778e+00
EEF2K	8.3628e-20	5.3184e-02	6.1295e-01
EEFSEC	2.6975e-08	4.9946e-01	6.3453e-01
EEPD1	5.4875e-02	9.4439e-01	1.3303e+00
EFCAB1	2.7724e-04	8.0162e-01	6.9923e-02
EFCAB10	8.9932e-03	8.2001e-01	4.3942e-01
EFCAB11	2.3166e-04	7.6846e-01	-4.3966e-01
EFCAB12	1.5401e-05	9.9281e-01	4.4506e-01
EFCAB13	6.4531e-32	1.0331e-05	1.0015e+00
EFCAB14	7.7776e-08	9.0565e-01	3.9437e-01
EFCAB2	5.9198e-07	2.6232e-01	-2.5449e-01
EFCAB3	3.4807e-09	7.7282e-01	7.5929e-01
EFCAB4A	3.6358e-11	2.5713e-02	-1.1102e+00
EFCAB4B	7.4288e-12	9.6314e-01	9.2823e-01
EFCAB5	4.1975e-23	9.4540e-01	8.9029e-01
EFCAB6	1.1933e-45	1.0988e-06	-2.5667e-01
EFCAB7	2.6115e-17	3.0981e-02	1.0339e+00
EFCAB8	1.5144e-04	9.9326e-01	1.2029e+00
EFCAB9	1.0712e-04	3.7949e-01	1.0238e+00
EFCC1	1.0453e-07	5.5090e-01	7.2250e-01
EFEMP1	9.9992e-01	8.4982e-05	1.8234e+00
EFEMP2	8.1938e-03	9.9129e-01	9.7596e-01
EFHB	5.7973e-24	1.3749e-03	-2.4206e-01
EFHC1	1.8959e-17	2.5709e-02	1.4054e-01
EFHC2	9.9910e-01	8.9748e-04	6.2188e-01
EFHD1	5.1487e-03	7.1867e-01	1.2777e-01
EFHD2	9.0981e-03	8.2183e-01	9.6348e-01
EFNA1	4.6263e-01	5.3228e-01	8.3281e-01
EFNA2	3.8008e-02	8.4666e-01	1.2495e+00
EFNA3	1.5339e-01	8.3171e-01	6.6820e-01
EFNA4	3.5006e-04	6.2204e-01	7.6031e-01
EFNA5	9.6051e-01	3.9412e-02	1.5151e+00
EFNB1	9.3251e-01	6.7201e-02	1.5909e+00
EFNB2	9.8845e-01	1.1549e-02	1.8274e+00
EFNB3	3.2050e-01	6.7638e-01	1.5740e+00
EFR3A	4.8097e-11	9.9725e-01	7.9634e-01
EFR3B	2.4122e-02	9.7588e-01	4.2618e+00
EFS	1.8222e-08	4.2082e-01	3.8498e-01
EFTUD1	5.1247e-08	1.0000e+00	1.2506e+00
EFTUD2	1.0000e+00	6.0757e-08	4.0264e+00
EGF	8.5294e-17	9.9952e-01	9.3836e-01
EGFL6	9.9818e-13	8.0151e-02	6.3720e-01
EGFL7	5.5498e-18	2.4600e-04	-3.1889e-01
EGFL8	1.1262e-07	5.6706e-01	7.7434e-01
EGFLAM	3.7564e-19	6.2840e-01	3.3447e-01
EGFR	3.6837e-01	6.3163e-01	1.8734e+00
EGLN1	9.7403e-01	2.5963e-02	2.1511e+00
EGLN2	7.2166e-01	2.7823e-01	1.4460e+00
EGLN3	9.4753e-03	9.4516e-01	1.7158e+00
EGR1	3.5090e-01	6.4664e-01	1.9001e+00
EGR2	5.0292e-01	4.9333e-01	2.4428e+00
EGR3	9.5288e-01	4.6998e-02	3.3765e+00
EGR4	6.3486e-03	9.1846e-01	-1.3568e-01
EHBP1	3.0745e-01	6.9255e-01	1.1852e+00
EHBP1L1	7.1163e-13	9.9998e-01	8.4576e-01
EHD1	9.8342e-01	1.6581e-02	2.0984e+00
EHD2	3.0763e-01	6.9166e-01	1.8814e+00
EHD3	4.2234e-02	9.5666e-01	1.8173e+00
EHD4	4.1903e-05	9.9155e-01	1.5494e+00
EHF	7.0543e-01	2.9454e-01	1.0397e+00
EHHADH	5.2377e-10	8.3141e-01	-2.5899e-02
EHMT1	1.0000e+00	1.6979e-10	1.1633e+00
EHMT2	1.0292e-04	9.9990e-01	3.7115e+00
EI24	7.3348e-01	2.6650e-01	1.9970e+00
EID1	4.2748e-01	5.4296e-01	-1.3851e-01
EID2	2.9648e-01	6.3135e-01	7.9577e-01
EID3	4.0761e-01	5.8472e-01	-1.0799e-01
EIF1	8.3070e-01	1.6616e-01	1.8657e+00
EIF1AD	3.4032e-03	8.4595e-01	5.1928e-01
EIF1AX	9.1015e-01	8.9242e-02	2.3908e+00
EIF1AY	5.5208e-01	3.9989e-01	1.0308e+00
EIF1B	5.0271e-01	4.7995e-01	1.8954e+00
EIF2A	6.0385e-09	9.6427e-01	1.0978e+00
EIF2AK1	7.0148e-07	9.9897e-01	4.3439e-01
EIF2AK2	1.7643e-02	9.8232e-01	1.2760e+00
EIF2AK3	2.7603e-03	9.9724e-01	2.0329e+00
EIF2AK4	1.2356e-15	1.0000e+00	2.6675e+00
EIF2B1	7.6150e-05	9.2620e-01	1.3799e+00
EIF2B2	2.0830e-10	7.0571e-02	1.0286e+00
EIF2B3	5.6695e-01	4.3303e-01	1.0436e+00
EIF2B4	9.6117e-01	3.8835e-02	7.9835e-01
EIF2B5	6.4171e-02	9.3583e-01	7.7670e-01
EIF2D	2.2302e-09	9.9343e-01	1.5383e+00
EIF2S1	9.7031e-01	2.9682e-02	2.8612e+00
EIF2S2	9.5327e-01	4.6728e-02	2.8950e+00
EIF2S3	9.6388e-01	3.6107e-02	3.6078e+00
EIF2S3L	1.7977e-04	7.1783e-01	-2.9739e-01
EIF3A	1.0000e+00	6.9023e-11	3.0406e+00
EIF3B	1.0000e+00	1.0315e-07	1.8208e+00
EIF3C	2.2907e-05	1.7209e-01	6.5299e-02
EIF3CL	1.2059e-02	6.6050e-01	9.0589e-01
EIF3D	9.9983e-01	1.6885e-04	3.4948e+00
EIF3E	5.1960e-02	9.4788e-01	3.1273e+00
EIF3F	9.7044e-01	2.9555e-02	-1.0831e-01
EIF3G	9.8546e-01	1.4537e-02	2.1722e+00
EIF3H	4.7483e-02	9.5159e-01	6.3812e-01
EIF3I	9.4930e-01	5.0693e-02	2.4625e+00
EIF3J	8.5657e-01	1.4334e-01	1.2052e+00
EIF3K	2.1017e-03	9.8026e-01	7.6095e-01
EIF3L	8.3781e-01	1.6219e-01	2.7025e+00
EIF3M	1.7480e-02	9.8167e-01	9.6612e-01
EIF4A1	9.9987e-01	1.3431e-04	3.9298e+00
EIF4A2	9.9835e-01	1.6467e-03	3.8950e+00
EIF4A3	9.9985e-01	1.5260e-04	4.0210e+00
EIF4B	9.9999e-01	5.1563e-06	2.1528e+00
EIF4E	9.4133e-01	5.8663e-02	2.5813e+00
EIF4E1B	6.3895e-07	4.6383e-01	6.1913e-01
EIF4E2	5.8161e-01	4.1798e-01	2.3259e+00
EIF4E3	1.8058e-02	9.6313e-01	5.1038e-01
EIF4EBP1	2.0762e-01	6.5883e-01	8.2210e-01
EIF4EBP2	3.0552e-01	6.2661e-01	6.8652e-02
EIF4EBP3	3.4389e-04	3.8910e-01	9.3953e-02
EIF4ENIF1	9.9999e-01	5.2166e-06	1.9865e+00
EIF4G1	1.0000e+00	8.4259e-13	2.2233e+00
EIF4G2	1.0000e+00	8.6050e-09	2.9814e+00
EIF4G3	1.0000e+00	7.9032e-11	2.9693e+00
EIF4H	4.3982e-01	5.5894e-01	2.5105e+00
EIF5	9.8758e-01	1.2420e-02	1.5562e+00
EIF5A	7.3709e-01	2.6064e-01	2.4070e+00
EIF5A2	2.1146e-04	5.1295e-01	1.2357e+00
EIF5AL1	3.4147e-01	4.9641e-01	1.1040e-01
EIF5B	9.9981e-01	1.8951e-04	2.6223e+00
EIF6	2.3780e-01	7.5591e-01	1.1435e+00
ELAC1	8.8118e-01	1.1856e-01	4.3561e-01
ELAC2	1.7245e-20	7.7055e-02	-4.0985e-01
ELANE	1.2274e-03	8.6112e-01	7.1822e-01
ELAVL1	9.8849e-01	1.1506e-02	3.8070e+00
ELAVL2	9.9514e-01	4.8551e-03	1.2898e+00
ELAVL3	7.7072e-01	2.2896e-01	3.0037e+00
ELAVL4	9.0806e-01	9.1909e-02	2.8548e+00
ELF1	1.0650e-02	9.8900e-01	9.1376e-01
ELF2	9.9482e-01	5.1827e-03	1.5919e+00
ELF3	9.8323e-01	1.6765e-02	1.8816e+00
ELF4	6.1390e-02	9.3558e-01	1.1663e+00
ELF5	8.6946e-04	9.8626e-01	1.5283e-02
ELFN1	9.9882e-01	1.1795e-03	2.4386e+00
ELFN2	9.6483e-01	3.5171e-02	2.1602e+00
ELK1	9.3711e-01	6.2646e-02	2.1894e+00
ELK3	8.3508e-02	9.0757e-01	5.8008e-01
ELK4	3.4071e-03	9.5564e-01	4.8184e-01
ELL	9.8542e-01	1.4575e-02	1.0345e+00
ELL2	9.9824e-01	1.7559e-03	1.5461e+00
ELL3	1.6997e-12	1.9964e-01	4.6997e-01
ELMO1	8.9997e-01	1.0003e-01	3.1294e+00
ELMO2	1.0384e-05	9.9999e-01	3.2732e+00
ELMO3	6.6894e-16	5.6182e-01	1.6178e-01
ELMOD1	7.9258e-01	2.0737e-01	9.8385e-01
ELMOD2	4.1822e-01	5.8148e-01	5.6487e-01
ELMOD3	5.0378e-16	3.5034e-03	3.9672e-01
ELMSAN1	1.0000e+00	1.4537e-06	1.7895e+00
ELN	2.1429e-14	9.4681e-01	4.8424e-02
ELOF1	9.0121e-02	7.7631e-01	1.2739e+00
ELOVL1	6.7897e-01	3.2086e-01	1.8091e+00
ELOVL2	8.3719e-10	1.5415e-01	7.4853e-02
ELOVL3	1.8840e-02	9.0581e-01	7.4588e-01
ELOVL4	8.3227e-01	1.6770e-01	1.1860e+00
ELOVL5	9.3341e-01	6.6588e-02	1.5155e+00
ELOVL6	9.6581e-01	3.4182e-02	3.0411e+00
ELOVL7	1.0183e-02	9.8076e-01	9.0295e-01
ELP2	4.1811e-20	8.4980e-01	5.7509e-01
ELP3	3.0115e-14	4.2859e-01	1.8306e+00
ELP4	1.2277e-07	8.1355e-01	-3.0045e-01
ELP5	2.0780e-13	8.8251e-03	-3.1142e-02
ELP6	4.9822e-04	8.8950e-01	4.0466e-01
ELSPBP1	1.5208e-11	2.9593e-02	7.6273e-03
ELTD1	2.7800e-11	6.9637e-01	3.2871e-02
EMB	1.0084e-11	4.4476e-02	-5.5596e-01
EMC1	6.7281e-26	3.5897e-02	1.3519e+00
EMC10	9.4077e-11	4.4672e-02	1.1039e-01
EMC2	3.2970e-03	9.9476e-01	6.2001e-01
EMC3	2.8563e-01	7.1352e-01	1.9265e+00
EMC4	8.6097e-01	1.3864e-01	1.2827e+00
EMC6	5.2298e-01	4.1889e-01	1.1494e+00
EMC7	8.6665e-01	1.3301e-01	1.3898e+00
EMC8	8.5233e-01	1.4721e-01	6.2320e-01
EMC9	1.3199e-03	8.7113e-01	2.2089e-01
EMCN	8.6416e-05	9.3671e-01	-5.5096e-01
EMD	9.3178e-01	6.7914e-02	-1.6471e-01
EME1	2.4963e-14	6.5625e-02	7.9713e-02
EME2	3.7560e-23	1.1297e-05	-1.7768e+00
EMG1	1.4661e-05	6.5824e-01	-3.0418e-01
EMID1	6.0551e-08	8.7552e-01	5.1112e-01
EMILIN1	4.3908e-03	9.9560e-01	1.2130e+00
EMILIN2	1.6186e-14	3.1937e-01	2.7105e-01
EMILIN3	9.2400e-06	9.8532e-01	2.7927e-01
EML1	9.9608e-01	3.9202e-03	2.4519e+00
EML2	5.7633e-19	1.5812e-01	1.3055e-01
EML3	3.7480e-06	9.9999e-01	2.3040e+00
EML4	4.8242e-04	9.9952e-01	-3.6683e-01
EML5	5.7122e-07	1.0000e+00	2.9018e+00
EML6	4.0925e-09	1.0000e+00	1.1158e+00
EMP1	4.9706e-01	4.8487e-01	9.9093e-02
EMP2	2.3873e-07	8.6993e-02	-4.4016e-01
EMP3	2.6151e-06	3.1667e-01	6.2602e-01
EMR1	1.4801e-23	8.8433e-03	5.1546e-01
EMR2	2.7615e-28	1.9954e-04	6.5376e-01
EMR3	5.3919e-28	2.1471e-05	7.1018e-01
EMX1	8.9532e-01	1.0378e-01	1.6731e+00
EMX2	9.5070e-01	4.9168e-02	1.5672e+00
EN1	9.3135e-01	6.8340e-02	1.0998e+00
EN2	6.3448e-01	3.5938e-01	1.0818e+00
ENAH	9.9994e-01	5.7679e-05	1.7364e+00
ENAM	1.2999e-12	9.8073e-01	-4.5630e-01
ENC1	4.6008e-01	5.3971e-01	3.0531e+00
ENDOD1	6.5757e-11	3.6300e-02	1.0014e-02
ENDOG	1.8287e-04	4.8268e-01	1.1227e+00
ENDOU	3.2354e-14	4.0121e-02	6.5259e-01
ENDOV	1.0129e-09	1.7104e-01	-3.6330e-01
ENG	9.9858e-01	1.4232e-03	9.3455e-01
ENGASE	4.4142e-25	3.0145e-04	-2.0766e-02
ENHO	1.0526e-01	6.0591e-01	5.6218e-01
ENKD1	2.5321e-08	2.8850e-01	-2.3000e-01
ENKUR	7.0721e-05	7.5424e-01	-2.2134e-02
ENO1	1.9140e-05	9.7513e-01	8.3826e-01
ENO2	3.8396e-01	6.1596e-01	1.8096e+00
ENO3	1.5718e-19	4.1494e-04	-9.2501e-01
ENO4	8.0499e-07	3.0654e-01	2.8436e-01
ENOPH1	6.1227e-03	9.7533e-01	1.8267e+00
ENOSF1	9.0272e-19	4.3106e-03	-2.6820e-01
ENOX1	2.3323e-06	9.9981e-01	2.0289e+00
ENOX2	1.5327e-06	9.6296e-01	8.2752e-01
ENPEP	1.3878e-28	9.5143e-04	-1.1643e-01
ENPP1	4.9944e-08	1.0000e+00	1.6202e+00
ENPP2	2.7913e-03	9.9721e-01	1.3825e+00
ENPP3	3.4680e-23	5.3233e-02	7.4395e-02
ENPP4	1.1941e-01	8.7569e-01	8.0316e-01
ENPP5	3.1565e-10	8.9408e-02	4.3628e-02
ENPP6	6.7521e-09	4.4412e-01	3.1092e-01
ENPP7	1.1797e-14	3.1421e-03	-4.7792e-01
ENSA	3.4917e-01	6.3894e-01	1.3116e+00
ENTHD1	3.2503e-07	7.8880e-01	3.2906e-01
ENTHD2	9.8236e-09	3.1350e-01	-8.0046e-02
ENTPD1	8.0716e-03	9.9140e-01	8.3238e-01
ENTPD2	1.4578e-14	1.3163e-02	-6.5908e-01
ENTPD3	2.6387e-21	2.6689e-04	6.8438e-02
ENTPD4	1.8146e-16	3.1315e-01	-7.2285e-01
ENTPD5	4.5540e-05	9.9842e-01	4.1179e-01
ENTPD6	1.1814e-06	9.8839e-01	7.6610e-01
ENTPD7	2.1250e-11	9.6003e-01	8.7825e-01
ENTPD8	1.0421e-11	1.5973e-01	-2.2901e-01
ENY2	8.7471e-01	1.2386e-01	1.4317e+00
EOGT	5.0380e-09	8.3752e-01	-8.8187e-02
EOMES	9.8443e-01	1.5568e-02	8.6068e-01
EP300	1.0000e+00	1.1079e-15	2.0341e+00
EP400	1.0000e+00	1.8355e-09	2.5604e+00
EP400NL	4.4654e-06	4.0898e-01	8.6921e-01
EPAS1	5.9610e-01	4.0390e-01	-1.5408e-01
EPB41	3.5942e-05	9.9996e-01	9.2183e-01
EPB41L1	8.7683e-01	1.2317e-01	1.9386e+00
EPB41L2	9.9318e-01	6.8228e-03	6.8759e-01
EPB41L3	4.3188e-05	9.9996e-01	1.4795e+00
EPB41L4A	3.5133e-21	1.1033e-01	-1.2623e+00
EPB41L4B	9.9972e-01	2.7619e-04	1.2503e+00
EPB41L5	2.0795e-02	9.7920e-01	1.5550e-01
EPB42	9.9014e-09	9.9615e-01	9.3886e-01
EPC1	1.0000e+00	3.4116e-07	2.6729e+00
EPC2	9.9998e-01	1.8127e-05	2.6999e+00
EPCAM	1.2844e-07	5.9573e-01	-1.4310e+00
EPDR1	1.7864e-02	9.0170e-01	-4.0648e-01
EPG5	1.3508e-13	1.0000e+00	1.0796e+00
EPGN	2.3928e-04	5.3927e-01	6.2486e-02
EPHA1	1.4624e-23	3.2287e-02	2.2230e-01
EPHA10	1.2428e-26	2.6297e-04	9.0621e-01
EPHA2	1.0730e-05	9.9999e-01	1.5553e+00
EPHA3	1.1953e-05	9.9999e-01	6.5209e-01
EPHA4	1.0000e+00	4.3798e-06	2.8852e+00
EPHA5	7.2877e-05	9.9993e-01	1.3605e+00
EPHA6	6.7037e-01	3.2963e-01	1.5033e+00
EPHA7	1.0000e+00	4.8027e-07	2.3854e+00
EPHA8	1.8340e-10	9.9960e-01	7.0721e-01
EPHB1	9.9850e-01	1.5025e-03	2.3628e+00
EPHB2	9.9997e-01	3.4749e-05	2.4517e+00
EPHB3	4.6242e-01	5.3758e-01	2.7349e+00
EPHB4	1.3497e-02	9.8650e-01	2.2954e+00
EPHB6	1.2013e-07	9.9998e-01	9.8051e-01
EPHX1	3.2154e-09	5.2024e-01	-5.6335e-02
EPHX2	1.7936e-21	2.9277e-03	2.3822e-01
EPHX3	1.6489e-15	3.6571e-03	-2.5390e-02
EPHX4	1.2908e-05	9.5807e-01	1.0591e+00
EPM2A	8.7182e-06	5.4496e-01	-2.5972e-01
EPM2AIP1	5.9998e-01	3.9995e-01	1.4439e+00
EPN1	7.8579e-01	2.1421e-01	1.3433e+00
EPN2	7.4755e-01	2.5245e-01	1.3874e+00
EPN3	7.4151e-17	8.0871e-03	-5.8360e-01
EPO	1.1250e-02	9.5261e-01	5.5873e-01
EPOR	1.0100e-02	9.8801e-01	1.1356e+00
EPPIN	7.4025e-05	7.6314e-01	-4.4297e-02
EPPIN-WFDC6	7.4025e-05	7.6314e-01	-4.4297e-02
EPPK1	1.0343e-37	1.0391e-05	-3.0402e+00
EPRS	1.0353e-09	1.0000e+00	1.5951e+00
EPS15	3.4774e-03	9.9652e-01	7.8142e-01
EPS15L1	9.9964e-01	3.6329e-04	1.9019e+00
EPS8	9.7308e-01	2.6920e-02	8.1071e-01
EPS8L1	2.0053e-15	3.4159e-01	3.2749e-02
EPS8L2	1.4940e-06	9.9993e-01	-7.9933e-01
EPS8L3	9.2378e-14	8.7019e-01	9.4356e-02
EPSTI1	3.3095e-25	1.8451e-05	-4.2511e-01
EPT1	6.4206e-01	3.5789e-01	1.6728e+00
EPX	2.2664e-20	6.7660e-03	-9.5676e-01
EPYC	5.7495e-07	4.4279e-01	-2.6375e-01
EQTN	5.4219e-12	8.4360e-03	-3.4588e-01
ERAL1	3.1095e-09	7.5095e-01	3.5782e-01
ERAP1	2.0562e-26	2.5295e-03	5.2895e-01
ERAP2	1.0028e-28	4.0777e-04	-7.1470e-02
ERAS	2.2267e-01	6.5725e-01	1.4761e+00
ERBB2	5.9892e-03	9.9401e-01	3.2497e+00
ERBB2IP	9.9402e-01	5.9807e-03	8.9229e-01
ERBB3	1.7003e-15	9.9997e-01	1.3904e+00
ERBB4	9.9912e-01	8.8401e-04	2.0107e+00
ERC1	1.0574e-07	1.0000e+00	1.4541e+00
ERC2	9.8931e-01	1.0688e-02	2.2244e+00
ERCC1	1.5933e-07	4.0997e-01	6.6363e-01
ERCC2	7.0654e-20	4.8256e-02	3.8029e-01
ERCC3	3.4312e-11	9.9556e-01	9.3225e-01
ERCC4	1.3758e-12	9.2406e-01	-7.6231e-01
ERCC5	2.7320e-13	9.9238e-01	1.1799e-01
ERCC6	5.1622e-22	9.9174e-01	9.8148e-02
ERCC6-PGBD3	2.6873e-06	9.8262e-01	3.7330e-01
ERCC6L	9.9932e-01	6.8440e-04	2.8905e+00
ERCC6L2	5.0596e-07	9.9967e-01	6.3613e-01
ERCC8	2.7974e-15	1.8431e-02	-4.0238e-01
EREG	1.1659e-05	3.8089e-01	-3.6838e-01
ERF	9.8968e-01	1.0320e-02	2.2549e+00
ERG	9.6413e-01	3.5865e-02	2.5280e+00
ERGIC1	6.4747e-01	3.5229e-01	1.4518e+00
ERGIC2	1.3458e-02	9.8530e-01	1.0654e+00
ERGIC3	2.2416e-05	9.9576e-01	1.5483e+00
ERH	8.8774e-01	1.1118e-01	2.3315e+00
ERI1	1.1866e-05	8.3349e-01	-1.3764e+00
ERI2	5.0234e-10	8.2456e-01	1.5023e+00
ERI3	3.9650e-03	9.8879e-01	2.2027e+00
ERICH1	1.1389e-14	5.9237e-03	-2.6581e+00
ERICH2	6.3781e-03	7.6052e-01	7.6644e-01
ERLEC1	3.2500e-06	9.9722e-01	6.4029e-01
ERLIN1	1.7751e-01	8.2201e-01	1.7876e+00
ERLIN2	6.6662e-04	9.8075e-01	1.8781e+00
ERMAP	4.9067e-10	3.7012e-01	7.0547e-01
ERMARD	5.7789e-16	3.2029e-01	-3.2001e-01
ERMN	1.1805e-05	6.1097e-01	-1.5801e-01
ERMP1	1.6343e-12	9.3843e-01	-8.4179e-01
ERN1	9.9027e-01	9.7320e-03	2.2663e+00
ERN2	7.1766e-24	4.0748e-02	-2.9475e-01
ERO1L	8.0854e-01	1.9146e-01	1.2959e+00
ERO1LB	2.7587e-09	9.7701e-01	9.1140e-01
ERP27	1.0936e-12	6.3320e-03	-4.0253e-01
ERP29	7.5108e-01	2.4698e-01	1.8096e-01
ERP44	9.9106e-01	8.9370e-03	2.2851e+00
ERRFI1	1.2152e-02	9.5527e-01	8.9624e-01
ERVFRD-1	2.5857e-02	7.9967e-01	1.0833e+00
ESAM	2.0185e-01	7.9632e-01	-4.6121e-01
ESCO1	9.9995e-01	4.5202e-05	4.3144e-01
ESCO2	3.1642e-07	9.8458e-01	4.0775e-01
ESD	5.3945e-07	6.6603e-01	3.9784e-01
ESF1	1.7818e-02	9.8218e-01	5.1552e-01
ESM1	2.1202e-01	7.5181e-01	9.8106e-01
ESPL1	1.0000e+00	4.1884e-10	4.3141e+00
ESPN	2.8667e-09	9.0965e-01	-7.8671e-02
ESPNL	2.5350e-10	8.8683e-01	4.9439e-01
ESR1	9.9920e-01	8.0059e-04	1.6120e+00
ESR2	4.4516e-08	8.3000e-01	4.0547e-01
ESRP1	9.9934e-01	6.6080e-04	2.2654e+00
ESRP2	2.3333e-07	9.9899e-01	8.2358e-01
ESRRA	5.9696e-01	4.0268e-01	2.0754e+00
ESRRB	1.2609e-01	8.7372e-01	1.5600e+00
ESRRG	7.1232e-02	9.2828e-01	2.5557e+00
ESX1	5.2687e-01	4.5862e-01	-3.8021e-02
ESYT1	1.6707e-13	1.0000e+00	8.4578e-01
ESYT2	7.7928e-06	9.9999e-01	5.5098e-01
ESYT3	2.3108e-25	5.4574e-03	6.9989e-02
ETAA1	7.7974e-03	9.9218e-01	2.4365e-01
ETF1	9.9600e-01	4.0037e-03	4.3920e+00
ETFA	2.9217e-03	9.9477e-01	1.0633e+00
ETFB	1.6558e-02	9.6218e-01	4.2266e-01
ETFDH	2.7780e-13	4.2787e-01	3.9306e-01
ETHE1	4.6037e-06	4.1474e-01	9.5699e-01
ETNK1	9.2558e-01	7.4421e-02	1.9141e+00
ETNK2	9.8080e-07	7.8727e-01	1.0965e+00
ETNPPL	7.5088e-05	9.9625e-01	1.7277e+00
ETS1	7.8160e-01	2.1840e-01	2.5174e+00
ETS2	9.9888e-01	1.1212e-03	2.2796e+00
ETV1	9.3694e-01	6.3060e-02	8.7469e-01
ETV2	2.6344e-09	1.5701e-01	4.7267e-01
ETV3	9.7596e-01	2.4039e-02	2.2975e+00
ETV3L	6.1960e-08	2.5811e-01	-3.4758e-01
ETV4	2.8688e-08	9.8038e-01	5.5795e-01
ETV5	9.9999e-01	9.3842e-06	1.9912e+00
ETV6	9.7350e-01	2.6497e-02	1.7817e+00
ETV7	3.9605e-14	1.2316e-02	2.1077e-01
EVA1A	6.5594e-02	7.4423e-01	3.3070e-01
EVA1B	7.2896e-01	2.5977e-01	7.7705e-01
EVA1C	1.4580e-03	9.9232e-01	8.0238e-01
EVC	3.4620e-25	1.3303e-02	-1.2543e+00
EVC2	1.0207e-34	6.0466e-04	-2.1420e+00
EVI2A	2.0438e-03	7.5810e-01	-9.4163e-02
EVI2B	6.3333e-02	9.2284e-01	1.6654e-01
EVI5	1.9654e-11	9.9799e-01	7.8003e-01
EVI5L	9.9985e-01	1.5254e-04	4.2346e+00
EVL	9.9761e-01	2.3882e-03	1.4811e+00
EVPL	5.7048e-25	9.9958e-01	-3.0686e-01
EVPLL	6.8978e-14	1.7048e-02	5.2165e-01
EVX1	6.9817e-07	2.8537e-01	-8.0517e-01
EVX2	3.9955e-01	5.9231e-01	1.5066e-01
EWSR1	9.9981e-01	1.9477e-04	2.5227e+00
EXD1	6.4033e-14	5.9498e-02	-1.1208e-01
EXD2	3.6578e-12	2.9732e-01	9.3319e-01
EXD3	2.9843e-16	3.9779e-01	4.1203e-02
EXO1	8.1200e-13	8.6295e-01	-1.0330e+00
EXO5	2.2661e-05	5.1136e-01	9.5055e-01
EXOC1	6.9012e-04	9.9931e-01	2.1119e+00
EXOC2	2.8675e-09	1.0000e+00	1.6965e+00
EXOC3	9.2216e-01	7.7845e-02	2.4337e+00
EXOC3L1	1.7404e-19	2.2355e-02	3.3429e-01
EXOC3L2	7.6039e-01	2.3954e-01	6.5873e-01
EXOC3L4	5.2374e-09	8.4359e-01	6.9131e-01
EXOC4	3.4137e-13	9.9443e-01	5.1602e-01
EXOC5	9.9991e-01	8.5918e-05	2.3445e+00
EXOC6	2.4350e-07	9.9999e-01	1.7935e+00
EXOC6B	1.1692e-01	8.8308e-01	2.0851e+00
EXOC7	3.2288e-07	9.9987e-01	1.8789e+00
